epoch,binary_crossentropy,dice_coef,loss,val_binary_crossentropy,val_dice_coef,val_loss
83,5.10452652,0.040788274,0.040788274,4.771416664,0.104125656,0.104125656
84,5.105725765,0.04092636,0.04092636,4.738340378,0.1040802,0.1040802
85,5.111243725,0.040265236,0.040265236,4.794791222,0.102146804,0.102146804
86,5.150983334,0.040601429,0.040601429,4.745675564,0.103535458,0.103535458
87,5.134722233,0.040763423,0.040763423,4.765954494,0.108311452,0.108311452
88,5.142157078,0.04042941,0.04042941,4.741684914,0.103370704,0.103370704
89,5.138970852,0.040334426,0.040334426,4.735354424,0.106537201,0.106537201
90,5.135624886,0.040518127,0.040518127,4.708208084,0.103676066,0.103676066
91,5.152664185,0.040182404,0.040182404,4.740740776,0.105688296,0.105688296
92,5.118943691,0.04074645,0.04074645,4.77235651,0.104173757,0.104173757
93,5.124805927,0.040217832,0.040217832,4.760146618,0.106879033,0.106879033
94,5.146640778,0.0404188,0.0404188,4.738336563,0.10683725,0.10683725
95,5.173888683,0.040026221,0.040026221,4.750331879,0.10499052,0.10499052
96,5.148147583,0.0394448,0.0394448,4.785984993,0.106206581,0.106206581
97,5.141542435,0.039794244,0.039794244,4.749970913,0.105509005,0.105509005
98,5.177960396,0.039368033,0.039368033,4.783474922,0.103954613,0.103954613
99,5.149346352,0.039756797,0.039756797,4.701889992,0.10799402,0.10799402
